Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
201521310001;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;851986;;;;;3.82490563e+13;JEZEQUEL TOURISME;Titulaire;22810;22;Côtes d'Armor;BELLE ISLE EN TERRE;;;4939B;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.5216835739, -3.40784365182
20151723006;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;15837993;;;;;5.75450283001e+13;CIE ARMORIC.TRANSPORTS                 VEOLIA;Titulaire;22002;22;Côtes d'Armor;ST BRIEUC;;;4939A;Transports et entreposage;Transports et entreposage;Tertiaire marchand;
201534496664;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;354869;;;;;;8.02843821e+13;EURL DU PAYS DE ROHAN                  TANGUY STEPHANE;Titulaire;56580;56;Morbihan;ROHAN;;;;;;;48.0645686885, -2.7233749534
201569350396;;Conseil Départemental des Côtes d'Armor;;;;travaux d entretien sur 2 voies vertes v3 et v6;45233141-9;;Procédure adaptée (MAPA);;;;;2015;;3000;;;;;;4.82020047e+13;LE JOLY GILLES                         ELAGAGE-DEBROUSSAILLAGE;Titulaire;22600;22;Côtes d'Armor;ST BARNABE;;;8130Z;Activités de services administratifs et de soutien;Services;Tertiaire marchand;48.1856100159, -2.76218367249
201510697897;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;;;;;;4.4211209e+13;GARAGE TY AUTO;Titulaire;22700;22;Côtes d'Armor;LOUANNEC;;;;;;;48.7941225989, -3.4412963824
20155696312;;Conseil Départemental des Côtes d'Armor;;;;CL CORLAY - TRVX CREATION RAMPES PMR ET DRAINAGE BATIMENT;45232451-8;;Procédure adaptée (MAPA);;;;;2015;;2154534;;;;;;;SOCIETE LE GUERN;Titulaire;22960;22;Côtes d'Armor;PLEDRAN;;;;;;;48.4433395848, -2.74484098565
20158433317;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;;;;;;3.30220179e+13;COURTOIS AUTOMOBILES GUINGAMP;Titulaire;22200;22;Côtes d'Armor;ST AGATHON;;;;;;;48.5849264415, -3.14728309077
20152366001;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;1885785;;;;;3.4927047e+13;TRANSPORTS FERRON SARL;Titulaire;56490;56;Morbihan;MENEAC;;;4939A;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.0867387661, -2.46008188361
201521975805;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;793083;;;;;4.09856861e+13;TRANSPORTS ABC SARL;Titulaire;22110;22;Côtes d'Armor;ROSTRENEN;;;;;;;48.2418797133, -3.31058083
201533191682;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;314358;;;;;;4.35291067e+13;STE DEUX PJ;Titulaire;77000;77;Hors Bretagne;MELUN;;;;;;;48.5229543545, 2.67825416798
20156333101;;Conseil Départemental des Côtes d'Armor;;;;TRAVAUX DE MISE AUX NORMES RIA PLOUFRAGAN;39715200-9;;Procédure adaptée (MAPA);;;;;2015;;282054;;;;;;3.08091164e+13;CSA SCOP                               CHAUFFAGE SANITAIRE ARMOR;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;4322B;Construction;Construction;Construction;48.5146037386, -2.76180979127
201544090116;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;224505;;;;;;7.89560729e+13;AMBULANCES DINANNAISES PIRIOU;Titulaire;22100;22;Côtes d'Armor;DINAN;;;;;;;48.4429392522, -2.05375025215
201535991112;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;302457;;;;;;7.92883019e+13;TAXI CENTRE BRETAGNE                   TCB;Titulaire;22110;22;Côtes d'Armor;ROSTRENEN;;;4932Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.2418797133, -3.31058083
201524291082;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;7803028;;;;;4.00555025e+13;BOURREE VOYAGES SAS                    EOL VOYAGES;Titulaire;35330;35;Ille-et-Vilaine;MERNEL;;;;;;;47.9061092549, -2.00014348088
201527498897;;Conseil Départemental des Côtes d'Armor;;;;ETUDE DIAGNOSTIC ET MISSION DE MO POUR LA MISE EN VALEUR ET EN SECURITE DU CHATEAU DU GUILDO;71313400-9;;Procédure adaptée (MAPA);;;;;2015;;3816;;;;;;;CBB;Sous-Traitant;35780;35;Ille-et-Vilaine;LA RICHARDAIS;;;;;;;48.609296321, -2.04412756041
201531633538;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;60742;;;;;;3.43075339e+13;AMB.COULME ROUILLE SARL;Titulaire;22600;22;Côtes d'Armor;LOUDEAC;;;;;;;48.1856100159, -2.76218367249
20151603006;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;15216222;;;;;5.75450283001e+13;CIE ARMORIC.TRANSPORTS                 VEOLIA;Titulaire;22002;22;Côtes d'Armor;ST BRIEUC;;;4939A;Transports et entreposage;Transports et entreposage;Tertiaire marchand;
20152457002;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;10465852;;;;;3.05588089e+13;GUILLOUX DURAND SARL;Titulaire;22630;22;Côtes d'Armor;ST JUDOCE;;;4931Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.3801998567, -1.9978649758
201565887017;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;87663;;;;;5.40054897e+13;AUTO BREIZH PELEM SARL;Titulaire;22480;22;Côtes d'Armor;SAINT NICOLAS DU PELEM;;;;;;;48.3587433062, -3.16333823836
201523936677;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;2291679;;;;;;CARS ROUILLARD SARL;Titulaire;22192;22;Côtes d'Armor;PLERIN;;;4939B;Transports et entreposage;Transports et entreposage;Tertiaire marchand;
201563859356;;Conseil Départemental des Côtes d'Armor;;;;Entretien manuel de la végetalisation sur le canal de Nantes à  Brest et propreté de l'ouvrage;77211400-6;;Procédure adaptée (MAPA);;;;;2015;;28800;;;;;;3.34912474001e+13;ETUDES ET CHANTIERS                    BRETAGNE-PAYS DE LOIRE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;;8899B;Santé humaine et action sociale;Santé humaine et action sociale;Tertiaire non marchand;48.1116364246, -1.6816378334
201521667178;;Conseil Départemental des Côtes d'Armor;;;;MARCHES TRANSPORTS SCOLAIRES;60112000-6;;Appel d'offre ouvert;;;;;2015;;;82773;;;;;3.21840225e+13;KEOLIS ARMOR;Titulaire;35517;35;Ille-et-Vilaine;CESSON SEVIGNE CEDEX;;;4939B;Transports et entreposage;Transports et entreposage;Tertiaire marchand;
201556082471;;Conseil Départemental des Côtes d'Armor;;;;MARCHE DE MAITRISE OEUVRE POUR LA CONSTRUCTION DU COLLEGE D' YFFINIAC;71330000-0;;Concours;;;;;2015;;7560;;;;;;;KEGIN INGENIERIE SARL;Co-Traitant;22108;22;Côtes d'Armor;DINAN;;;;;;;
20158257375;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;;;;;;4.32832004e+13;GARAGE ARMOR                           LATIMIER PIERRE;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;;;;;48.5146037386, -2.76180979127
201552875961;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;733313;;;;;;4.03388317e+13;TAXI 2000                              GAILHOUSTE JEAN CLAUDE;Titulaire;22400;22;Côtes d'Armor;NOYAL;;;4932Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.5016489284, -2.50647227729
201565938346;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;17766;;;;;7.88139921e+13;ARCADIE AUTOMOBILES SAS                BODEMER AUTO;Titulaire;22001;22;Côtes d'Armor;ST BRIEUC CEDEX;;;4511Z;"Commerce ; réparation d'automobiles et de motocycles";Industries;Industries;
201514884071;;Conseil Départemental des Côtes d'Armor;;;;Fourniture  transport et livraison de produits de marquage routier;34922100-7;;Appel d'offre ouvert;;;;;2015;;;3383382;;;;;5.09349494e+13;STE D'APPLICATIONS ROUTIERES           SAR;Titulaire;92000;92;Hors Bretagne;NANTERRE;;;;;;;48.8962161446, 2.2068493546
201561475089;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;3639;;;;;3.41038347e+13;GARAGE GEFFROY GUY                     MECANIQUE AUTO;Titulaire;22420;22;Côtes d'Armor;LE VIEUX MARCHE;;;3312Z;Industrie manufacturière;Industries;Industries;48.6137512705, -3.47149497332
201531273744;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;845143;;;;;;4.9291941e+13;AGENCE ARMORICAINE DE TAXIS            TAXI LE SAUX;Titulaire;22620;22;Côtes d'Armor;PLOUBAZLANEC;;;4932Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.8054371509, -3.04487100542
201542295231;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;497951;;;;;;4.87884173e+13;TITI FLORIS                            SCOP SARL;Titulaire;44800;44;Hors Bretagne;ST HERBLAIN;;;;;;;47.2246998246, -1.634454241
201565438862;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;29142;;;;;3.17683175e+13;LTB-LOCATION;Titulaire;22360;22;Côtes d'Armor;LANGUEUX;;;7712Z;Activités de services administratifs et de soutien;Services;Tertiaire marchand;48.5000567544, -2.71042685567
201570032076;;Conseil Départemental des Côtes d'Armor;;;;Fourniture d'engins de fauchage et de chargement CTD Lot nÂ° 2 Faucheuse débrousailleuse et roto broyeuse;34390000-7;;Appel d'offre ouvert;;;;;2015;;;;;;;;3.22213679e+13;NOREMAT SA;Titulaire;54714;54;Hors Bretagne;LUDRES CEDEX;;;;;;;
15-060;;Ville de Saint Malo;;;;MAIRIE DE PARAME-REMPLT MENUISERIES EXTERIEURES Lot 1 - Menuiseries extérieures;;Travaux;;;;;;2015;2015-07-16;;12779;;;;;;GAUTHIER JEAN-PAUL;Titulaire;35560;35;Ille-et-Vilaine;;;;;;;;48.4201221842, -1.56463538927
15-062A1;;Ville de Saint Malo;;;;PRESTATIONS DE FORMATION DE SECURITE AU TRAVAIL Lot 3 - PSE 1 et PSE 2;;Services;;;;;;2015;2015-07-27;;4500;;;;;;SECOURISTES Français DE LA COTE;Titulaire;35780;35;Ille-et-Vilaine;;;;;;;;48.609296321, -2.04412756041
15-013A1;;Ville de Saint Malo;;;;FOURNITURE DE MATERIELS SPORTIFS Lot 2 - Matériels de gymnastique;;Fournitures;;;;;;2015;2015-03-29;;17000;;;;;;GYMNOVA;Titulaire;13012;13;Hors Bretagne;;;;;;;;43.3077980395, 5.43935485792
15-028;;Ville de Saint Malo;;;;REFECTION SURFACE TERRAIN D'HONNEUR DE FOOTBALL EN HERBE DE MARVILLE;;Travaux;;;;;;2015;2015-05-29;;39020;;;;;;ROPERT FRERES SAS;Titulaire;56880;56;Morbihan;;;;;;;;47.6616088483, -2.84343942871
15-036;;Ville de Saint Malo;;;;SALLE DE SPORTS DU PANIER FLEURI REMPLACEMENT DE CHENEAUX;;Travaux;;;;;;2015;2015-06-30;;21607;;;;;;ESM SARL;Titulaire;35400;35;Ille-et-Vilaine;;;;;;;;48.6399039698, -1.9807980796
15-040;;Ville de Saint Malo;;;;SALLE DE SPORTS SURCOUF RECOUVREMENT BACS DE COUVERTURE ET SECU COLLECTIVE Lot 1 - Sécurité collective;;Travaux;;;;;;2015;2015-06-26;;2205;;;;;;ART CAMP SARL;Titulaire;22120;22;Côtes d'Armor;;;;;;;;48.462144605, -2.65332605915
15-041;;Ville de Saint Malo;;;;TRAVAUX ECOLES ETE 2015 PEINTURE &PLAFONDS Lot 2 - Faux plafonds - Elémentaire Legatellois;;Travaux;;;;;;2015;2015-06-17;;3460;;;;;;VOLUTIQUE SAS;Titulaire;35520;35;Ille-et-Vilaine;;;;;;;;48.2154723883, -1.71567755367
15-051;;Ville de Saint Malo;;;;RESTAURATION DES COUVERTURES DE LA MAIRIE DE ST SERVAN Lot 2 - Couverture - Charpente;;Travaux;;;;;;2015;2015-07-09;;351109;;;;;;LIMEUL SCASCV;Titulaire;35530;35;Ille-et-Vilaine;;;;;;;;48.1023169795, -1.48929089789
15-067A1;;Ville de Saint Malo;;;;VERIFICATION PERIODIQUE DES INSTALLATIONS ELECTRIQUES Lot 2 - Paratonnerres;;Services;;;;;;2015;2015-08-06;;286;;;;;;ALAIN MACE PROTECTION SARL;Titulaire;22800;22;Côtes d'Armor;;;;;;;;48.4126334748, -2.92534245766
15-001;;Ville de Saint Malo;;;;FOURNITURE ET POSE D'EQUIPEMENTS DE JEUX Lot 4 - Place Lamennais - fourniture et pose de jeux;;Fournitures;;;;;;2015;2015-01-07;;6526;;;;;;HUSSON INTERNATIONAL;Titulaire;68650;68;Hors Bretagne;;;;;;;;48.1617407345, 7.12836272368
15-038;;Ville de Saint Malo;;;;ECOLE DE BELLEVUE REMPLACEMENT DES MENUISERIES EXTERIEURES Lot 1 - Menuiseries PVC;;Travaux;;;;;;2015;2015-06-23;;37392;;;;;;HABITAT PASSION SARL;Titulaire;35133;35;Ille-et-Vilaine;;;;;;;;48.3599647828, -1.18901816766
15-039;;Ville de Saint Malo;;;;ECOLE COURTOIVILLE REFECTION SOLS Lot 2 - Sol souple;;Travaux;;;;;;2015;2015-06-17;;10481;;;;;;MIRIEL ANTHONY SARL;Titulaire;22130;22;Côtes d'Armor;;;;;;;;48.5018114443, -2.22650086557
15-007A1;;Ville de Saint Malo;;;;FOURN. DE PRODUITS SPECIFIQUES ENTRETIEN POUR LA DIRECTION DES SPORTS Lot 5 - Port : produits démoussants pour platelage;;Fournitures;;;;;;2015;2015-03-10;;4000;;;;;;GAMA 29 SA;Titulaire;29803;29;Finistère;;;;;;;;
15-008A1;;Ville de Saint Malo;;;;IMPRESSION ENVELOPPES A ENTETE POUR LES SERVICES DE LA VILLE;;Services;;;;;;2015;2015-02-26;;4000;;;;;;COMPAGNIE EUROPEENNE DE PAPETERIE;Titulaire;16440;16;Hors Bretagne;;;;;;;;45.5763660352, 0.064435228401
15-046;;Ville de Saint Malo;;;;FOURNITURE HABILLEMENT POUR LE SAJ Lot 4 - Sérigraphies;;Fournitures;;;;;;2015;2015-07-15;;150;;;;;;V2M SARL;Titulaire;35400;35;Ille-et-Vilaine;;;;;;;;48.6399039698, -1.9807980796
15-067A1;;Ville de Saint Malo;;;;VERIFICATION PERIODIQUE DES INSTALLATIONS ELECTRIQUES Lot 1 - Bâtiment Ville;;Services;;;;;;2015;2015-08-06;;19076;;;;;;QUALICONSULT EXPLOITATION;Titulaire;75010;75;Hors Bretagne;;;;;;;;48.8759734307, 2.36068494701
15-071;;Ville de Saint Malo;;;;ACQUISITION DE MATERIELS DE SONORISATION NEUFS POUR LA VILLE;;Fournitures;;;;;;2015;2015-10-08;;24085;;;;;;TRI AXE;Titulaire;33600;33;Hors Bretagne;;;;;;;;44.7920119665, -0.675304941506
201360390116;;Conseil Départemental des Côtes d'Armor;;;;TRARNSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2013;;85212;;;;;;7.89560729e+13;AMBULANCES DINANNAISES PIRIOU;Titulaire;22100;22;Côtes d'Armor;DINAN;;;;;;;48.4429392522, -2.05375025215
201357390032;;Conseil Départemental des Côtes d'Armor;;;;RENOVATION DE LA MDD DE DINAN;45111100-9;;Procédure adaptée (MAPA);;;;;2013;;10969996;;;;;;4.78181118e+13;COREVA;Titulaire;35538;35;Ille-et-Vilaine;NOYAL SUR VILAINE CEDEX;;;;;;;
201318289178;;Conseil Départemental des Côtes d'Armor;;;;PRESTATIONS DEMENAGEMENT SERV CG 22;MD05-9;;Procédure adaptée (MAPA);;;;;2013;;;;;;;;5.31117901e+13;ARMORICAINE DEMENAGEMENTS;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;4942Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.5146037386, -2.76180979127
20131175718;;Conseil Départemental des Côtes d'Armor;;;;TRAVAUX ENTRETIEN DU PATRIMOINE DEPARTEMENTAL : BAT ET CL;45442100-8;;Appel d'offre ouvert;;;;;2013;;1479056;;;;;;3.8237804e+13;URVOY STE NOUVELLE                     GRIFFON PEINTURES;Titulaire;22950;22;Côtes d'Armor;TREGUEUX;;;;;;;48.480585356, -2.74472433795
201339091566;;Conseil Départemental des Côtes d'Armor;;;;ACQUISITION ET LIVRAISON DE CONSOMMABLES D'IMPRESSION A LA MARQUE ET DE PETITS MATERIELS INFORMATIQUES PR LE CG22;30200000-1;;Appel d'offre ouvert;;;;;2013;;2953923;;;;;;4.14309641e+13;NETRAM;Titulaire;69007;69;Hors Bretagne;LYON;;;4741Z;"Commerce ; réparation d'automobiles et de motocycles";Industries;Industries;45.733324111, 4.83731002266
201318265571;;Conseil Départemental des Côtes d'Armor;;;;PRESTATIONS DEMENAGEMENT SERV CG 22;MD05-9;;Procédure adaptée (MAPA);;;;;2013;;;;;;;;4.97528836e+13;DEMENAGEURS GUINGAMPAIS                LES DEMENAGEURS BRETONS;Titulaire;22200;22;Côtes d'Armor;GUINGAMP;;;4942Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.5849264415, -3.14728309077
201357394277;;Conseil Départemental des Côtes d'Armor;;;;RENOVATION DE LA MDD DE DINAN;45111100-9;;Procédure adaptée (MAPA);;;;;2013;;6400;;;;;;5.00669643e+13;METALLERIE CREATION;Sous-Traitant;35650;35;Ille-et-Vilaine;LE RHEU;;;;;;;48.0975609665, -1.78120048308
201340986487;;Conseil Départemental des Côtes d'Armor;;;;MAITRISE D'OEUVRE RECONSTRUCTION CL MUR DE BRETAGNE;;;Procédure adaptée (MAPA);;;;;2013;;5632387;;;;;;4.92602156e+13;ITEF CONCEPTION;Co-Traitant;35000;35;Ille-et-Vilaine;RENNES;;;;;;;48.1116364246, -1.6816378334
201358834882;;Conseil Départemental des Côtes d'Armor;;;;RENOVATION DE LA MDD DE DINAN;45261210-9;;Procédure adaptée (MAPA);;;;;2013;;439488;;;;;;;VILLALON                               PATRICK;Titulaire;22100;22;Côtes d'Armor;TADEN;;;;;;;48.4429392522, -2.05375025215
201360551858;;Conseil Départemental des Côtes d'Armor;;;;MOE RECONSTRUCTION PARTIELLE CL MERDRIGNAC;71330000-0;;Concours;;;;;2013;;9934112;;;;;;4.79356453e+13;RANNOU                                 OLIVIER;Co-Traitant;22000;22;Côtes d'Armor;ST BRIEUC;;;;;;;48.5146037386, -2.76180979127
20135455718;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;;;Procédure adaptée (MAPA);;;;;2013;;2431445;;;;;;3.8237804e+13;URVOY STE NOUVELLE                     GRIFFON PEINTURES;Titulaire;22950;22;Côtes d'Armor;TREGUEUX;;;;;;;48.480585356, -2.74472433795
20139811765;;Conseil Départemental des Côtes d'Armor;;;;"ACCOMPAGNEMENT ALLOCATAIRES RSA ""SOCLE""";75231240-8;;Procédure adaptée (MAPA);;;;;2013;;1952303;;;;;;4.11268675e+13;CIFAC SARL                             CTRE ING.FORMATION.AUDIT.;Sous-Traitant;22100;22;Côtes d'Armor;DINAN;;;8559A;Enseignement;Administration publique/enseignement;Tertiaire non marchand;48.4429392522, -2.05375025215
201355984827;;Conseil Départemental des Côtes d'Armor;;;;ENTRETIEN RIGOLE HILVERN;77314000-4;;Procédure adaptée (MAPA);;;;;2013;;9747802;;;;;;5.31562932e+13;ECOFORIA SARL;Titulaire;22230;22;Côtes d'Armor;LAURENAN;;;;;;;48.1982754989, -2.39412713175
201356084827;;Conseil Départemental des Côtes d'Armor;;;;ENTRETIEN RIGOLE HILVERN;77314000-4;;Procédure adaptée (MAPA);;;;;2013;;29808;;;;;;5.31562932e+13;ECOFORIA SARL;Titulaire;22230;22;Côtes d'Armor;LAURENAN;;;;;;;48.1982754989, -2.39412713175
201340963792;;Conseil Départemental des Côtes d'Armor;;;;MAITRISE D'OEUVRE RECONSTRUCTION CL MUR DE BRETAGNE;;;Procédure adaptée (MAPA);;;;;2013;;6236;;;;;;3.80410837e+13;ACOUSTIBEL SARL;Co-Traitant;35310;35;Ille-et-Vilaine;CHAVAGNE;;;7112B;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;48.0615640681, -1.86453604363
201355234546;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;45000000-7;;Procédure adaptée (MAPA);;;;;2013;;448942;;;;;;3.25842268e+13;CENTRAL FROID SARL;Titulaire;22960;22;Côtes d'Armor;PLEDRAN;;;;;;;48.4433395848, -2.74484098565
201362358699;;Conseil Départemental des Côtes d'Armor;;;;REALISATION DU MAGAZINE Cà”TES D'ARMOR;79822200-4;;Appel d'offre ouvert;;;;;2013;;21966726;;;;;;;CYAN 1OO                               AGENCE DE COMMUNICATION;Titulaire;22360;22;Côtes d'Armor;LANGUEUX;;;7311Z;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;48.5000567544, -2.71042685567
201340990828;;Conseil Départemental des Côtes d'Armor;;;;MAITRISE D'OEUVRE RECONSTRUCTION CL MUR DE BRETAGNE;;;Procédure adaptée (MAPA);;;;;2013;;1625259;;;;;;7.53734755e+13;NUNC ARCHITECTES BRETAGNE SARL;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;;;;;48.5146037386, -2.76180979127
20137486834;;Conseil Départemental des Côtes d'Armor;;;;RENOVATION DE LA CHAPELLE CL VERCEL DINAN;45262512-3;;Procédure adaptée (MAPA);;;;;2013;;27626574;;;;;;4.38800336e+13;BEAUFILS;Titulaire;22100;22;Côtes d'Armor;SAINT CARNE;;;;;;;48.4429392522, -2.05375025215
201350555684;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION LABO AUTOVACCIN LDA22;45320000-6;;Procédure adaptée (MAPA);;;;;2013;;356808;;;;;;4.82877636e+13;ARMOR CLOISONS ISOLATION;Titulaire;22950;22;Côtes d'Armor;TREGUEUX;;;4331Z;Construction;Construction;Construction;48.480585356, -2.74472433795
201351891992;;Conseil Départemental des Côtes d'Armor;;;;CONTROLE 1er NIVEAU DEPENSES PROJET EUROPEEN COMBINE;71241000-9;;Procédure adaptée (MAPA);;;;;2013;;59164;;;;;;4.98846229e+13;EQUIDISTO SARL;Titulaire;34000;34;Hors Bretagne;MONTPELLIER;;;7022Z;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;43.613085594, 3.86919806969
201355248218;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;45000000-7;;Procédure adaptée (MAPA);;;;;2013;;438305;;;;;;4.33067683e+13;CM PACK SARL;Sous-Traitant;35770;35;Ille-et-Vilaine;VERN SUR SEICHE;;;4332A;Construction;Construction;Construction;48.0528724341, -1.60539250036
201318285774;;Conseil Départemental des Côtes d'Armor;;;;PRESTATIONS DEMENAGEMENT SERV CG 22;MD05-9;;Procédure adaptée (MAPA);;;;;2013;;;;;;;;3.38786346e+13;BRETAGNE MACE DEMENAGEMENT;Titulaire;35310;35;Ille-et-Vilaine;MORDELLES;;;4942Z;Transports et entreposage;Transports et entreposage;Tertiaire marchand;48.0615640681, -1.86453604363
